clean_title,volume_count,page_count,num_of_unique_chrs,num_of_chrs,avg_chr_per_page,avg_chr_per_volume
APOSIMZ,9,1557,1338,94719,60.834296724470136,10524.333333333334
ARACHNID,14,3336,2017,235754,70.66966426858514,16839.571428571428
ARIA,7,2557,1637,231675,90.60422369964803,33096.42857142857
ARMS,22,4661,2083,590925,126.78073374812271,26860.227272727272
Abara,2,395,688,12622,31.954430379746835,6311.0
Acony,3,524,1158,61172,116.74045801526718,20390.666666666668
Adachi to Shimamura (Upscale),5,957,1178,92751,96.91849529780565,18550.2
Adam to Eve,2,518,728,18409,35.53861003861004,9204.5
Adolf ni Tsugu,5,1309,1938,276763,211.43086325439268,55352.6
Aharen-san wa Hakarenai,16,3224,1673,288941,89.62189826302729,18058.8125
Aho Girl,12,1912,1512,282338,147.6663179916318,23528.166666666668
Ai,12,2763,1442,228661,82.7582338038364,19055.083333333332
Ai Kurushii Kara Kowashitai,3,535,730,38814,72.54953271028037,12938.0
Ai to Noroi,3,665,1047,47909,72.0436090225564,15969.666666666666
Ajin,17,3437,1664,235102,68.40325865580448,13829.529411764706
Akatsuki no Yona,41,7893,2262,799604,101.30546053465096,19502.536585365855
Akazukin no Okamideshi,3,649,1228,91642,141.20493066255779,30547.333333333332
Ake! Mesu yuki chigoku No mon,1,198,972,30383,153.44949494949495,30383.0
Aku no Hana,11,2152,1255,116672,54.215613382899626,10606.545454545454
Aku no Kyouten,9,1626,1818,168552,103.66051660516605,18728.0
Akumetsu,18,3517,2079,311507,88.57179414273529,17305.944444444445
Alice to Zouroku,9,1604,1436,183550,114.43266832917706,20394.444444444445
All You Need Is Kill,2,437,966,34578,79.1258581235698,17289.0
Amaama to Inazuma,13,2508,1545,386122,153.9561403508772,29701.69230769231
Amaete Ii yo,1,239,615,29466,123.2887029288703,29466.0
Amanchu,17,3206,1747,271222,84.59825327510917,15954.235294117647
Ame no kubi,2,166,514,8702,52.42168674698795,4351.0
Ame to kimi,6,827,974,48130,58.19830713422007,8021.666666666667
Amemiya-san,1,170,636,13159,77.40588235294118,13159.0
Anata ga Shite Kurenakutemo,11,2020,1340,139684,69.15049504950495,12698.545454545454
Ane Ana,3,520,1074,61820,118.88461538461539,20606.666666666668
Ane naru mono,6,828,1241,59384,71.71980676328502,9897.333333333334
Ane x Otouto,4,716,774,37884,52.910614525139664,9471.0
Angel Densetsu,15,3065,1794,439969,143.54616639477976,29331.266666666666
Angel Heart,33,6039,2255,787120,130.33946017552574,23852.121212121212
Anna komunena,3,420,1391,76665,182.53571428571428,25555.0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,3,656,867,59102,90.09451219512195,19700.666666666668
Ano Ko ni Kiss to Shirayuri wo,10,1850,1394,205309,110.97783783783784,20530.9
Another,4,762,1148,78430,102.92650918635171,19607.5
Ao Haru Ride,13,2415,1376,269456,111.57598343685301,20727.384615384617
Ao no Flag,8,1246,1261,141326,113.42375601926163,17665.75
Ao no Futsumashi,15,2956,2147,390119,131.9753044654939,26007.933333333334
Ao no Haha,5,939,1195,74667,79.51757188498402,14933.4
Ao no Hako,14,2838,1655,226028,79.64341085271317,16144.857142857143
Ao no Shima to Neko Ippiki,9,1838,1464,177749,96.70783460282917,19749.88888888889
Aqua,2,360,896,26853,74.59166666666667,13426.5
Aria,12,1582,1650,202437,127.96270543615677,16869.75
Arigatou,4,894,1191,100437,112.34563758389261,25109.25
Arknights Rhodes Kitchen TIDBITS,2,345,1113,42514,123.22898550724638,21257.0
Asako,5,829,1060,80849,97.52593486127864,16169.8
Ase to Sekken,11,1973,1666,320746,162.56766345666497,29158.727272727272
Ashita no Joe,20,4660,1701,710494,152.4665236051502,35524.7
Asobi Asobase,15,2341,2015,415387,177.43998291328492,27692.466666666667
Asuperu Kanojo,12,2272,1668,168547,74.18441901408451,14045.583333333334
At Home Romance,1,126,796,39077,310.13492063492066,39077.0
Atashinchi,4,614,1014,80039,130.35667752442995,20009.75
Atsumare!Fushigi Kenkyubu,16,2593,1790,342999,132.2788276128037,21437.4375
Attack on Titan,34,6680,1988,564302,84.47634730538923,16597.117647058825
Ayako,3,723,1350,110277,152.52697095435684,36759.0
Ayame to Amane,1,118,737,17684,149.864406779661,17684.0
Azumanga Daiou,5,518,1001,61927,119.55019305019304,12385.4
Azumi,48,8127,2309,897574,110.44346007136704,18699.458333333332
BASARA,27,2685,2115,584820,217.81005586592178,21660.0
BIBLIOMANIA,1,331,634,14829,44.80060422960725,14829.0
BLAME!,10,2131,997,51168,24.011262318160487,5116.8
BLUE GIANT,10,2075,1415,213270,102.78072289156627,21327.0
BREAK-HANDS Inheritor of the Star Stone,3,518,985,37281,71.97104247104247,12427.0
BTOOOM!,25,4976,1909,432891,86.99577974276528,17315.64
Babylon made wa Nankounen,1,207,832,24483,118.27536231884058,24483.0
Bakemonogatari,22,3787,2099,431738,114.00528122524426,19624.454545454544
Bakuman,20,3923,2148,1112901,283.68620953352024,55645.05
Banana Fish,12,3749,1844,461614,123.1299013070152,38467.833333333336
Barakamon,18,3759,1895,460324,122.45916467145517,25573.555555555555
Baraou no Souretsu,17,2729,1956,289398,106.04543788933675,17023.41176470588
Basilisk,2,263,969,30928,117.59695817490494,15464.0
Battle Royale,15,3125,1769,304237,97.35584,20282.466666666667
Beastars,22,4316,2039,475614,110.19786839666358,21618.81818181818
Beautiful Place,1,271,755,19670,72.58302583025831,19670.0
Becchin to Mandara,1,347,889,26077,75.14985590778097,26077.0
Beck,34,6886,1898,525159,76.26474005227999,15445.85294117647
Beelzebub,28,4889,2089,597004,122.11167928001636,21321.571428571428
Believers,2,450,1053,49379,109.7311111111111,24689.5
Ben-To Zero Road to witch,1,168,701,15561,92.625,15561.0
Berserk,42,9542,2401,685479,71.83808425906518,16320.92857142857
Berusayu no Bara,7,1356,1268,199037,146.78244837758112,28433.85714285714
Billy Bat,17,3453,1705,355225,102.87431219229656,20895.58823529412
Biomega,3,635,848,18907,29.7748031496063,6302.333333333333
Biorg Trinity,14,3089,1749,253061,81.923276141146,18075.785714285714
Black Clover,35,6931,2547,897607,129.50613187130284,25645.914285714287
Black Jack ni Yoroshiku,13,2887,1580,257823,89.3048146865258,19832.53846153846
Black Lagoon,11,2275,2202,404455,177.7824175824176,36768.63636363636
Black Torch,4,804,1575,91199,113.43159203980099,22799.75
Blank Space,3,598,1012,64219,107.38963210702342,21406.333333333332
Bleach,71,13817,2514,1010199,73.11275964391692,14228.154929577464
Bless,3,504,968,42876,85.07142857142857,14292.0
Blue Lock,48,9669,1921,895606,92.62653842176026,18658.458333333332
Blue Period,15,2988,1807,351183,117.53112449799197,23412.2
Blue Phobia,2,406,1023,30866,76.02463054187191,15433.0
Blue hearts,5,539,1139,90868,168.58627087198516,18173.6
Bocchi the Rock!,6,744,1697,225544,303.1505376344086,37590.666666666664
Boku Dake Shitteru Ichimiya-san,3,580,917,45341,78.17413793103448,15113.666666666666
Boku Ga Imouto o Korosu Made,1,147,579,9791,66.60544217687075,9791.0
Boku Mari,9,1768,980,89561,50.6566742081448,9951.222222222223
Boku dake ga Inai Machi,9,1771,1589,191180,107.95031055900621,21242.222222222223
Boku ga Boku de Aru Tame ni,5,855,1090,91752,107.31228070175439,18350.4
Boku no Hatsukoi o Kimi ni Sasagu,12,1518,1524,193831,127.68840579710145,16152.583333333334
Boku no Hero Academia,40,7809,2617,932863,119.45998207196824,23321.575
Boku no Kokoro no Yabai Yatsu,8,1337,1441,154523,115.57442034405385,19315.375
Boku no Tsuma wa Kanjo ga nai,3,508,1054,66023,129.96653543307087,22007.666666666668
Boku wa Imouto ni Koi wo Suru,10,1935,1364,173569,89.69974160206718,17356.9
Bokura wa Minna Kawaisou,11,2137,1852,318423,149.00467945718296,28947.545454545456
Bokurano,11,2256,1630,226683,100.48005319148936,20607.545454545456
Bokutachi no ikita ryuu,6,1245,966,88297,70.92128514056225,14716.166666666666
Bokutachi wa Yarimashita,9,1710,1275,113876,66.59415204678362,12652.888888888889
Bokutachi wa hanshoku o yameta,4,793,1191,82542,104.08827238335435,20635.5
Bonnouji,3,601,1118,63154,105.08153078202994,21051.333333333332
Boshokuhi no Ken,8,1360,1723,129992,95.58235294117647,16249.0
Bousou Shoujo,10,2120,1604,242094,114.19528301886793,24209.4
Bungo,26,5102,1883,468066,91.74166993335946,18002.53846153846
